article_url,group,like_count,corpus_title,corpus_day,article_title,writer_name,writer_url,publish_datetime,browse_count,text_content,h1,h2,h3,h4,h5,h6,crawled_date
https://ithelp.ithome.com.tw/articles/10192439,SoftwareDevelopment,0,保持前進、持續優化程式碼內涵系列,16,16.常見的軟體架構—MVC(待補完),依恩,https://ithelp.ithome.com.tw/users/20107551/ironman,1513813118000000000,8,"筆者OS: 雖然己經欠了六篇文章的內容，還是先趕完這篇文章，再回補之前的內容。
關注點分離（Separation of concerns，SoC）是對只與「特定概念、目標」（關注點）相關聯的軟體組成部分進行「標識、封裝和操縱」的能力，即標識、封裝和操縱關注點的能力。是處理複雜性的一個原則。
由於關注點混雜在一起會導致複雜性大大增加，所以能夠把不同的關注點分離開來，分別處理就是處理複雜性的一個原則，一種方法。
上面是 wiki 對關注點分離的說明，用筆者的話來說……
關注點分離，就是將交錯著各種目的的複雜程式碼，依程式碼的概念、目的，進行分類、篩檢、整理。讓高複雜性程式碼切割、轉換為簡潔易懂的單純性程式碼。
其好處是將特定領域的程式碼與商業邏輯切割，使其獨立處理。進一步的，讓程式碼本身的目的單純化。這個動作，筆者認為跟 SOLID 中的 SRP 有異曲同工之妙。
同時，關注點分離，不僅讓協作程式開發的可能性大大的提升，也讓軟體的維持與改版成本變的更低。
Model–view–controller (MVC) is a software architectural pattern that divides a given application into three interconnected parts. This is done to separate internal representations of information from the ways information is presented to, and accepted from, the user. The MVC design pattern decouples these major components allowing for efficient code reuse and parallel development.

所有的軟體架構，都是為了解決特定問題或情境的方案。 當問題或情境有所變動時，軟體架構必然也會有所變異。
對筆者而言，MVC 就是基於 SRP 延伸出來的框架，但 MVC 只是一個概念與原則，並非絕對或一成不變的。在實務上，一定會因應實際需求，而有所調整。所以才會從 MVC 去衍伸出 MVVM、MVP 的軟體架構。",,"['1. 關注點分離', '2. Model-View-Contorller, MVC', '3. 後言', '4. 推薦']",,"['2.1 Model', '2.2 View', '2.3 Controller', '4.1 文章']",,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192620,自我挑戰組,0,30天!搞定一個網站系列,1,Day1-挑戰說明+自介,ericayoyo,https://ithelp.ithome.com.tw/users/20106434/ironman,1513813035000000000,7,"初衷
會想來參加鐵人賽挑戰是因為從以前現在都只有在做網頁程式開發學習,
但在做專案時發現缺乏規劃再執行的話～完成的網頁會亂七八糟
挑戰目標
在30天內規劃並撰寫出一個多功能網站
預計每天針對一個不同主題來實行
使用語言
基本使用 Html,Css,Javascript 語法做撰寫
後期看狀況加入 RWD 等優化方式
希望自己能每日一文達標
跟著一起來30天完成一個網站吧！！",,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192641,自我挑戰組,0,LaravelEcho架設聊天室系列,1,環境安裝,recca0120,https://ithelp.ithome.com.tw/users/20065818/ironman,1513812838000000000,8,卡位,,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192623,SoftwareDevelopment,0,做一個JVM語言系列,3,Antlr環境設定,timloo,https://ithelp.ithome.com.tw/users/20045230/ironman,1513812819000000000,9,"Antlr 的文件，只有設定寫的最詳細，再來的使用就很少範例，從出書的2012年到現在，
網上可Google到的sample code依然不多, 而且Antlr被移植到多種語言去，像很紅的C#, Python, JS, 仍然很少sample code，所以要用Google 到sample code來寫Antlr程式的人, 可能要失望了。
筆者推敲，有能力寫語法編譯器的人，可能有不少是受孔龍書的影響，喜歡手寫語法方析器。
像強國的牛人，去年寫了一個拿鐵語言，他的語法方析就是手編的，
比較沒引用像Antlr這類的工具輔助。
目前最多的範例，大概就在Antlr的官方手冊裏，簡體中文版是ANTLR 4權威指南，是以JAVA語言做範例練習。
簡單的跑一遍設定，
首先要裝JDK, OPEN JDK也可以。
基本上和官網寫的一樣，
OSX和LINUX 的設定一樣。
這樣寫是有Quick Start的暢快，但是每次（關機/開機）要練習的時候，
還要再設定一次，從Quick Start變成Slow Start了，
所以可以把
寫在個人家目錄的 .bashrc , 這樣就會記憶，不用重打。
新增一個目錄，叫Expr.
在裏面寫一個文法檔，叫Expr.g4
裏面的內容，抄自官網，
存檔後。
在此目錄下，打指令
antlr4 Expr.g4
這時目錄下，會產生一些檔案，
Antlr 解析 Expr.g4產生一些類別，Lexer，Parser 這些類別，就負責相對應的工作，可WIKI一下，
之後的程式，就是繼承這些類別來做些事。
然後 ，編譯這些JAVA檔，
javac Expr*.java
然後看文法樹。先輸入
grun Expr prog -gui
再輸入
100+2*34
最後再打 ctrl+d
就會秀出文法樹，可以另存PNG檔。

因為沒寫任何CODE, 所以它只會解析100+2*34，不會計算。
小結：Antlr 專注於按照文法檔（*.g4）來自動產生相對應的CODE，
所以學習上，有兩大方面，一是文法檔如何寫，二是如何繼承工具類別來寫CODE.",,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192639,自我挑戰組,1,使用PHP串接金流相關API系列,10,Day09-Linepay(7)支付API,royal801991,https://ithelp.ithome.com.tw/users/20107301/ironman,1513812726000000000,15,"持續發燒中...
",,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192367,SoftwareDevelopment,0,重修JAVA三十天系列,1,第一天JUnit入門,rocktsuki,https://ithelp.ithome.com.tw/users/20085669/ironman,1513812661000000000,16,"在開發的這些日子裡，有一段時間總是讓人覺得艱難，那就是要上線的前一刻。因為我們可能手動測了很多，卻總是覺得好像還漏了些什麼而感到不安；既使上線成功，也難保發生意外狀況時我們可以在最快的時間內解決，為了解決不安的心情，多一點勇氣執行部署，所以重修就從測試這門科目開始，期望能透過自動測試，解放手動消耗的人力、時間及資源。
在JAVA的領域裡，談到測試框架，JUnit是最多人使用的，它可以幫助我們編寫單元測試、整合測試等，並有測試分類、測試運行器等功能，雖然近期大更新發展到了5.0版本，但在這裡會先使用JUnit 4.12的版本來進行演練。
資料夾的配置如下，並包含gradle的建構設定檔：
再來要將JUnit的套件庫引用進來，過程中除了使用IDE來進行測試以外，也會透過gralde這樣的建構工具來執行。以下進行gradle的配置：
build.gradle
使用testCompile引入的套件只有在測試的時候才會用，未來如果有需要執行上線包版，則不會把junit包到WEB-INF/lib底下。
接下來，就來建立一個可執行的測試吧。
首先到路徑src/test/java底下，建立我們的第一個測試類別：
這裡有三點要注意
然後，建立我們的第一組測試案例，通過@Test標註在public void方法上來達成
我們可以透過以下兩種方法執行
IDE內建功能執行，這裡使用Intellij示範
透過gradle執行測試，使用command line
以上測試執行結果都是綠燈通過，這是因為目前編寫的測試並沒有執行斷言(Assertion)或者有Exception的拋出。
注意到使用gradle進行測試，預設是不會拋出任何System.out的訊息的。
今天就先到這裡了，謝謝閱讀。
wow，最簡單的第一篇文章就花費了我好多時間編寫阿，希望接下來能漸入佳境阿～",,"['JUnit介紹', '準備', '建立測試類別與測試案例', '執行測試與查看結果']",,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192636,自我挑戰組,0,蚵蚵攻城記系列,10,先卡個位,azer19890427,https://ithelp.ithome.com.tw/users/20107340/ironman,1513812377000000000,16,先卡個位,,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192634,自我挑戰組,0,"Let's""Go""系列",15,Day15　DataTypes,syiu,https://ithelp.ithome.com.tw/users/20107075/ironman,1513812127000000000,17,待補,,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192630,自我挑戰組,0,,17,[未完成]其實今天才把抓資料的程式寫了60%,幻幽,https://ithelp.ithome.com.tw/users/20000558/ironman,1513812095000000000,30,"今天弄了兩個多小時，才使用PHP搞定了抓資料這件事情
畢竟還有存資料庫這個動作
也是挺麻煩的",,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192327,DataTechnology,0,DataSciencewithAzure系列,2,[02][MachineLearning-推薦系統]演算法介紹,bymiachang,https://ithelp.ithome.com.tw/users/20103632/ironman,1513812084000000000,30,"
前情提要: 昨天在[Machine Learning - 推薦系統]使用情境已經學習了站在使用者以及商家的角度思考推薦系統的使用情境。也註冊了Azure ML的帳號。今天將帶大家看一下關於這個演算法的細節。
一般來說推薦演算法可以從 4個方向 去著手：
1.人口平均數(Population Averages)
最簡單的推薦引擎使用的是人口平均數。基本上拿一部電影的所有評論，計算它所得到的平均分數。如果平均評分高於某個門檻，例如80%，我們可以推薦這部電影給我們的用戶。
在機器學習的領域裡，我們經常使用不同數據當作門檻，作為做決定的準則，這個門檻被統稱為域值Threshold。
這個方式相對來說簡單，但可能無法公平表現一部電影的水準。例如說，我是一位動作電影的愛好者，對於動作電影我可能會給出高於一般人的評分。若資料庫裡的人都是喜愛這類型愛好的人居多，這樣動作片的平均分數可能會高於一般大眾會給的分數。
2.基於內容化推薦(Content-based)
這個算法嘗試推薦用戶過去喜歡的物品類似的東西給使用者。這個基於內容的推薦方法主要從物品的描述和用戶偏好做計算。使用關鍵字或是特徵來描述物品，並且從用戶的資料來對照用戶喜歡的物品種類。
3.協同過濾(Collaborative filtering)
如果一個人A在某個問題上與某個人B有相同的意見，那麼在另外一件事情上，A比隨機另一個人更有可能和B有一致的看法。

4.圖模型(Graphical Models)
雖然使用基於內容和協同過濾的方法效果很好，但它有兩個基本的假設。
第一個，用戶的選項是靜態的，不會隨時間而改變，第二，用戶物品之間的關係很簡單。事實上的情形可能遠比這個還複雜，因此圖形模型有助於為上述兩個假設提供解決方案，例如馬爾可夫結構(無向圖)可以從推薦系統中用戶偏好的時間方面，如果使用有向圖來呈現，則結合了Bayesiannetworks的理論在其中。
而Azure Machine Learning裡面的演算法，則是結合2(Content-based)和3(Collaborative filtering)。
在Azure ML Studio當中，你可以在左手邊的工具列找到：

這三個module，你可以把它想成是不同的積木，透過拖拉式的方式建立一個推薦模型。而每一個積木都有它使用的方式，透過用滑鼠滑過畫面中的圓點，則會顯示相關的提示訊息。在實驗進行過程當中如果發生錯誤，則可以透過錯誤訊息以及module上的提示訊息，例如要放哪些input，以及其output的類型，來幫助偵錯。

在推薦系統中：

Train Matchbox Recommender 會需要設定幾個參數：
Number of traits
訓練模型的時候會看的使用者和物品的特徵個數，一般會落在2-20當中。
越多會越準確，但也會造成計算速度越慢。
Number of recommendation algorithm iterations
Matchbox演算法可以在輸入的資料上迭代多次。這個數字越高，預測越準確，
但是，訓練會比較慢。通常，迭代次數在1到10之間就能夠有不錯的表現。
Number of training batches
在訓練期間劃分數據的批次數。系統預設值是4。
批次的數量應設置為：訓練資料適合內存的可用核心數量的最低倍數。
實際執行時，只有在user-item-rating的數據集被拆分。
一般用戶與物品配對功能不會被拆分。
好的，我們今天的介紹大概到這邊。
明天會帶大家繼續看怎麼設定Score Matchbox Recommender和Evaluate Recommender。
Reference
1.Building recommendation engine for .NET applications using Azure Machine Learning
2.机器学习中的图模型
3.[系列活動] 人工智慧與機器學習在推薦系統上的應用
4.Train Matchbox Recommender",,"['推薦系統的類型', 'Azure ML 演算法的使用方式']",,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192633,ModernWeb,0,UserInterfaceDesignPatterns的學習歷程系列,1,[未完成]Slide、Carousel、LightBox,幻幽,https://ithelp.ithome.com.tw/users/20000558/ironman,1513812010000000000,22,這三樣設計pattern大家應該經常會用到,,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192632,SoftwareDevelopment,0,Markdown由淺入深系列,1,[未完成]iT邦幫忙的文章編輯器也選擇使用Markdown語法,幻幽,https://ithelp.ithome.com.tw/users/20000558/ironman,1513811949000000000,20,其實使用 Markdown 的平台非常非常多,,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192615,自我挑戰組,0,金韶獎官方APP開發（聊天室、群組建立）系列,1,金韶獎官方APP開發（聊天室、群組建立）Day1,benson52863,https://ithelp.ithome.com.tw/users/20107466/ironman,1513811912000000000,22,,,,,,,,1513814115190786000
https://ithelp.ithome.com.tw/articles/10192631,自我挑戰組,0,小小網站工程師的經驗分享系列,1,真的是轉眼又一年了，又到了鐵人賽的時候,幻幽,https://ithelp.ithome.com.tw/users/20000558/ironman,1513811876000000000,23,"這一年覺得自己有所成長，但是又沒有自己想像的多
因為部落格文章寫得少了，整理資料的時間也沒有想像中的多
就把自己今天曾經遇到的一些問題整理整理成文章給大家看吧
或是一些自己的想法，雖然也是沒有實做的東西而已
今年覺得比較棘手的幾個問題與印象深刻的經驗分享：
ubuntu 12.04的升級問題，特別是信箱部分的升級轉移
PHP5 升級到 PHP7的問題
MySQL的自動備份問題
使用AWS寄信的一些經驗分享
用PHP寫parser的經驗分享
Cloudflare的使用心得與SSL設定經驗
Wordpress的使用心得
RWD的製作心得
大致能快速想到的應該就是這些
大概可以寫個20篇文章吧
剩下10篇文章的主題就之後再說吧",,,,,,,1513814115190786000
